video_num,start_frame,end_frame,difficulty,final_score
17,73063,73175,3.3,80.85
17,73983,74080,3.4,81.6
17,75056,75139,3.1,60.45
17,76026,76105,3.1,66.65
17,76607,76744,3.1,66.65
17,79110,79200,3.8,89.3
17,79570,79692,3.8,89.3
17,80152,80237,3.1,69.75
17,81658,81751,3.5,85.75
17,82823,82913,3.5,45.5
17,83356,83550,3.5,45.5
17,84097,84191,3,54
17,85381,85465,3.4,66.3
17,86380,86463,3.4,66.3
17,86872,87001,3.4,66.3
17,87409,87494,3.4,76.5
17,88030,88166,3.4,76.5
17,88501,88593,3,72
17,89542,89638,3.4,81.6
17,90050,90225,3.4,81.6
17,90712,90804,3,67.5
17,91183,91331,3,67.5
17,91695,91780,3.1,74.4
17,91992,92195,3.1,74.4
17,93090,93181,3.4,79.9
17,95786,95874,3,63
17,96280,96440,3,63
17,96878,96969,3.5,82.25
17,97391,97504,3.5,82.25
17,97923,98018,3,76.5
17,99152,99240,3.3,79.2
17,99648,99775,3.3,79.2
17,100266,100359,3.4,68
17,101835,101933,3.3,64.35
17,103016,103102,3.3,70.95
17,103499,103619,3.3,70.95
17,104277,104370,3.5,57.75
17,105699,105769,3.4,76.5
17,106171,106299,3.4,76.5
17,107019,107106,3,69
17,108177,108260,3.5,89.25
17,108635,108781,3.5,89.25
17,109564,109642,3,76.5
17,110900,110985,3.8,81.7
17,111233,111481,3.8,81.7
17,112172,112268,3,49.5
17,112652,112814,3,49.5
17,113568,113656,3,72
17,114074,114208,3,72
17,117873,117963,3.4,76.5
17,119002,119098,3.5,73.5
17,120656,120741,3.4,78.2
17,120934,121183,3.4,78.2
17,121806,121891,3.4,71.4
17,122265,122418,3.4,71.4
17,122947,123037,3.5,68.25
17,124425,124514,3,63
17,125767,125862,3,67.5
17,126265,126393,3,67.5
17,126757,126841,3.3,79.2
17,127243,127419,3.3,79.2
17,127988,128078,3.4,78.2
17,129056,129143,3.5,63
17,129553,129719,3.5,63
17,130083,130175,3.5,78.5
17,131379,131465,3.4,81.6
17,131881,132025,3.4,81.6
17,132347,132432,3.5,87.5
17,133664,133753,3.5,77
17,134864,134942,3.4,81.6
17,136173,136258,3.4,81.6
17,137328,137414,3.5,78.75
17,137829,137986,3.5,78.75
17,138466,138548,3.5,68.25
17,139829,139918,3.4,81.6
17,141106,141190,3.5,77
17,141624,141796,3.5,77
17,142434,142522,3.1,63.55
17,142952,143109,3.1,63.55
17,143945,144050,3.4,52.7
17,144405,144530,3.4,52.7
17,145149,145236,3,66
17,146506,146590,3.4,86.7
17,147067,147217,3.4,86.7
17,147991,148078,3.4,78.2
17,149290,149377,3.5,75.25
17,149760,149919,3.5,75.25
17,150413,150506,3.5,80.5
17,150911,151118,3.5,80.5
17,151397,151486,3.5,71.75
17,151925,152072,3.5,71.75
17,154411,154498,3.5,75.25
17,155847,155946,3.5,73.5
17,156564,156722,3.5,73.5
17,157501,157584,3.8,91.2
17,158006,158121,3.8,91.2
17,158821,158905,3.3,74.25
17,160178,160268,3.4,76.5
17,161296,161380,3.5,31.5
17,162125,162376,3.5,31.5
17,162938,163022,3,73.5
17,163440,163560,3,73.5
17,164252,164335,3.4,76.5
17,164942,165082,3.4,76.5
17,165422,165508,3.5,89.25
17,166509,166594,3.4,74.8
17,167970,168056,3.4,81.6
17,168462,168604,3.4,81.6
17,169355,169438,3.4,71.4
17,170652,170735,3,69
17,172113,172197,3.4,81.6
17,173135,173215,3.9,81.9
17,173564,173679,3.9,81.9
17,173689,173815,3.9,81.9
17,174489,174575,3.1,77.5
17,175903,175989,3,63
17,177127,177208,3.5,75.25
17,177562,177688,3.5,75.25
17,178566,178649,3.4,76.5
17,179265,179401,3.4,76.5
17,179975,180045,3.4,81.6
17,181452,181565,3.5,71.75
17,182990,183073,3.5,35
17,183503,183647,3.5,35
17,184207,184293,3.3,69.3
17,185516,185603,3.8,39.9
17,187006,187092,3.5,85.75
17,187503,187693,3.5,85.75
17,188322,188413,3,67.5
17,189477,189566,3.3,57.75
17,189941,190102,3.3,57.75
17,190631,190723,3.3,77.55
17,193876,193959,3.4,64.6
17,194362,194508,3.4,64.6
17,195076,195168,3.3,61.05
17,196780,196877,3.9,83.85
17,198033,198114,3.8,91.2
17,198538,198688,3.8,91.2
17,199465,199554,3.8,76
17,199970,200073,3.8,76
17,201651,201738,3.3,4.95
17,202334,202488,3.3,4.95
17,203343,203422,3,76.5
17,204679,204768,3,72
17,205170,205318,3,72
17,205643,205832,3.7,83.25
17,206920,206998,3.3,69.3
17,207428,207567,3.3,69.3
17,208002,208087,3.4,81.6
17,208480,208619,3.4,81.6
17,209255,209340,3.5,80.5
17,210292,210371,3.4,76.5
17,210770,210931,3.4,76.5
17,211868,211943,3.9,93.6
17,212889,212998,3.8,91.2
17,213452,213655,3.8,91.2
17,214059,214150,3.4,78.2
17,214683,214808,3.4,78.2
17,215297,215381,3.4,81.6
17,216751,216837,3.4,66.3
17,217199,217324,3.4,66.3
17,218136,218224,3.8,74.1
17,219463,219547,3.4,73.1
17,219948,220091,3.4,73.1
17,220846,220974,3.4,0
17,222431,222514,3,73.5
17,222952,223085,3,73.5
17,223966,224057,3.4,64.6
17,224464,224609,3.4,64.6
17,225275,225357,3.3,74.25
17,226799,226883,3.4,81.6
17,228063,228166,3.3,82.5
17,228564,228716,3.3,82.5
17,229380,229467,3.4,71.4
17,229901,230050,3.4,71.4
17,230619,230702,3.4,73.1
17,231180,231305,3.4,73.1
