video_num,start_frame,end_frame,difficulty,final_score
26,83442,83586,3,76.5
26,83984,84122,3,76.5
26,84808,84940,3.1,68.2
26,85312,85448,3.1,68.2
26,86010,86144,3.1,68.2
26,86510,86656,3.1,68.2
26,88034,88180,2.9,47.85
26,89742,89824,3,63
26,90152,90290,3,63
26,91164,91246,2.8,58.8
26,91564,91704,2.8,58.8
26,92410,92552,3,67.5
26,92870,92992,3,67.5
26,93724,93874,3,67.5
26,94234,94374,3,67.5
26,95220,95366,3,45
26,95698,95840,3,45
26,96818,96910,2.7,52.65
26,97244,97390,2.7,52.65
26,98204,98336,3,63
26,98708,98860,3,63
26,99708,99836,3,67.5
26,100262,100414,3,67.5
26,101054,101176,3,63
26,101502,101646,3,63
26,102386,102516,3,69
26,102910,103044,3,69
26,103624,103750,3,51
26,154982,155081,3,25.5
26,156536,156630,3,49.5
26,156948,157076,3,49.5
26,157850,157934,3,72
26,158250,158370,3,72
26,159978,160068,3.6,86.4
26,160442,160578,3.6,86.4
26,161416,161500,3,58.5
26,163316,163396,3.2,67.2
26,164950,165040,3.2,73.6
26,167022,167104,3,67.5
26,167394,167560,3,67.5
26,169060,169180,3.3,62.7
26,169576,169720,3.3,62.7
26,171940,172058,3,58.5
26,172380,172550,3,58.5
26,173880,173996,3.5,94.5
26,176614,176712,3.2,51.2
26,178380,178470,2.8,63
26,180220,180314,3.2,67.2
26,180696,180836,3.2,67.2
26,181992,182094,3.2,72
26,183450,183554,3.2,67.2
26,185408,185506,3.3,64.35
26,185828,185988,3.3,64.35
26,187450,187544,3.2,62.4
26,187868,188000,3.2,62.4
26,189192,189264,3.2,70.4
26,189628,189790,3.2,70.4
26,190372,190466,3,72
26,190808,190948,3,72
26,192200,192306,3.6,63
26,192668,192816,3.6,63
26,194036,194132,3.6,64.8
26,196580,196688,2.9,58
26,200610,200712,3.3,34.65
26,202370,202482,3.3,33
26,202812,202966,3.3,33
26,204050,204130,3.3,74.25
26,205890,205996,3.6,48.6
26,207284,207362,3,72
26,207692,207830,3,72
26,208700,208798,3.4,76.5
26,209184,209344,3.4,76.5
26,210900,211008,3.4,56.1
26,211382,211512,3.4,56.1
26,212330,212424,3.4,86.7
26,216186,216292,3,22.5
26,216670,216812,3,22.5
26,218114,218186,3.2,81.6
26,219910,219990,3.2,76.8
26,221634,221734,3.4,76.5
26,222100,222260,3.4,76.5
26,223312,223414,3.4,40.8
26,223840,224000,3.4,40.8
26,225228,225344,3.4,68
26,225742,225888,3.4,68
26,226994,227088,3.3,75.9
26,228570,228648,3.2,76.8
26,230176,230260,3.2,73.6
26,231716,231810,3.2,67.2
26,233404,233514,3.7,79.55
26,235630,235720,2.9,56.55
26,236026,236160,2.9,56.55
26,237468,237566,3.3,64.35
26,237976,238126,3.3,64.35
26,239338,239446,3.4,39.1
26,241080,241160,3.7,68.45
26,241490,241622,3.7,68.45
26,242528,242582,3.2,67.2
26,242930,243064,3.2,67.2
26,244388,244484,3.6,79.2
26,246010,246108,3.4,71.4
26,246504,246656,3.4,71.4
26,247550,247632,3.3,67.65
26,249096,249178,3.3,66
26,250502,250586,3.3,72.6
26,252278,252350,3.6,102.6
26,252750,252894,3.6,102.6
26,254706,254764,2.7,44.55
26,255140,255262,2.7,44.55
26,256436,256526,2.9,56.55
26,258338,258434,3.2,68.8
26,258804,258956,3.2,68.8
26,260016,260120,3.6,61.2
26,261728,261826,3.2,72
26,263432,263516,3.7,70.3
26,263858,264006,3.7,70.3
26,265138,265228,3.2,78.4
26,266612,266688,3.2,70.4
26,267080,267220,3.2,70.4
26,268270,268358,3.2,68.8
26,268734,268874,3.2,68.8
26,269848,269950,3.6,72
26,270290,270454,3.6,72
26,271628,271724,3.4,93.5
