video_num,start_frame,end_frame,difficulty,final_score
1,117119,117232,3.3,75.9
1,117782,117897,3.3,75.9
1,118770,118870,3.2,80
1,119351,119599,3.2,80
1,120249,120343,3.2,81.6
1,120754,120885,3.2,81.6
1,121529,121622,3.3,64.35
1,123052,123141,3.2,81.6
1,123570,123689,3.2,81.6
1,124297,124420,3.3,72.6
1,125021,125111,3.3,72.6
1,125896,126003,3.6,55.8
1,126633,126765,3.6,55.8
1,127399,127522,3.3,29.7
1,129404,129533,4.1,77.9
1,130063,130208,4.1,77.9
1,130720,130865,3.7,77.7
1,132224,132311,3.2,92.8
1,132779,132920,3.2,92.8
1,133647,133765,3.3,37.95
1,134181,134321,3.3,37.95
1,134867,135023,3.7,88.8
1,135455,135772,3.7,88.8
1,136327,136433,3.3,94.05
1,137935,138047,3.5,92.75
1,138457,138628,3.5,92.75
1,139350,139465,3.1,74.4
1,141044,141186,3.5,89.25
1,141687,141842,3.5,89.25
1,142480,142594,3.3,54.45
1,143050,143188,3.3,54.45
1,143779,143876,3.3,39.6
1,144952,145080,3.7,94.35
1,145715,145905,3.7,94.35
1,148650,148737,3.3,84.15
1,149222,149357,3.3,84.15
1,149787,149953,3.7,92.5
1,150376,150484,3.7,92.5
1,151139,151244,3.2,73.6
1,151647,152030,3.2,73.6
1,152496,152602,3.3,74.25
1,153124,153378,3.3,74.25
1,154050,154169,3.2,68.8
1,154425,154611,3.2,68.8
1,155352,155468,3.3,37.95
1,157175,157291,3.2,64
1,157697,157880,3.2,64
1,158582,158700,3.6,84.6
1,159112,159306,3.6,84.6
1,160091,160212,3.2,70.4
1,160645,160845,3.2,70.4
1,161455,161579,3.3,89.1
1,162864,162991,2.9,37.7
1,163479,163778,2.9,37.7
1,164735,164857,3.6,77.4
1,165335,165480,3.6,77.4
1,166550,166658,4.1,98.4
1,167111,167206,4.1,98.4
1,168023,168119,3.3,69.3
1,169467,169559,3.3,74.25
1,170019,170168,3.3,74.25
1,170886,171005,2.7,41.85
1,172317,172410,3.3,41.25
1,172893,173051,3.3,41.25
1,173865,173999,3.3,39.6
1,174942,175060,3,67.5
1,175547,175716,3,67.5
1,176284,176393,3.3,74.25
1,178153,178272,3.6,81
1,178770,178901,3.6,81
1,179760,179859,3.3,79.2
1,181302,181407,3.4,95.2
1,181964,182092,3.4,95.2
1,182424,182555,3.7,77.7
1,182960,183146,3.7,77.7
1,183752,183837,3.3,44.55
1,184272,184397,3.3,44.55
1,185164,185278,3.6,86.4
1,186518,186634,3.6,91.8
1,187095,187214,3.6,91.8
1,187825,187928,3.2,72
1,188125,188346,3.2,72
1,189252,189385,3.7,83.25
1,189936,190143,3.7,83.25
1,190866,190988,3.3,54.45
1,191459,191644,3.3,54.45
1,192521,192641,3.6,75.6
1,193920,194020,3.3,77.55
1,196747,196872,3.3,34.65
1,198241,198356,3.6,91.8
1,198766,199025,3.6,91.8
1,199580,199676,3.3,84.15
1,200140,200295,3.3,84.15
1,200972,201092,3.5,47.25
1,202333,202438,3.3,66
1,203601,203711,3.3,56.1
1,204182,204407,3.3,56.1
1,205505,205632,3.3,74.25
1,206116,206247,3.3,74.25
1,206926,207033,3.6,81
1,207614,207743,3.6,81
1,208399,208495,3.3,85.8
1,208746,208928,3.3,85.8
1,209779,209893,3.3,89.1
1,210348,210498,3.3,89.1
1,211167,211281,3.2,72
1,211709,211849,3.2,72
1,212810,212941,3.6,48.6
1,214453,214577,3.3,84.15
1,215047,215156,3.3,84.15
1,215882,215977,3.3,64.35
1,216435,216626,3.3,64.35
1,217449,217575,3.3,66
1,218019,218167,3.3,66
1,218987,219089,3.1,69.75
1,220504,220618,3.3,37.95
1,221986,222090,3.3,42.9
1,222386,222706,3.3,42.9
1,223357,223485,3.3,49.5
1,224843,224954,4.1,96.35
1,225452,225591,4.1,96.35
1,226724,226836,3.3,85.8
1,228300,228398,3.3,79.2
1,228836,228964,3.3,79.2
1,229525,229625,3.3,79.2
1,230111,230298,3.3,79.2
1,230677,230805,3.3,80.85
1,231228,231546,3.3,80.85
1,232171,232258,3.6,81
1,232725,232870,3.6,81
1,233223,233384,3.7,99.9
1,233830,233949,3.7,99.9
1,234494,234611,3.3,89.1
1,235031,235140,3.3,89.1
1,235984,236109,3.3,61.05
1,237641,237780,3.6,39.6
1,238865,239025,3,61.5
1,239426,239638,3,61.5
1,240347,240469,3.3,66
1,240995,241096,3.3,66
1,241766,241886,3.3,64.35
1,245252,245369,3.6,81
1,245794,246037,3.6,81
1,247023,247129,3.6,86.4
1,247682,247853,3.6,86.4
1,248380,248480,3.3,74.25
1,248967,249086,3.3,74.25
1,249714,249828,3.6,86.4
1,250242,250514,3.6,86.4
1,251160,251284,3.3,51.15
1,252516,252639,3.2,73.6
1,253044,253176,3.2,73.6
1,254039,254135,3.2,67.2
1,254391,254601,3.2,67.2
1,255360,255513,3.7,94.35
1,256002,256189,3.7,94.35
1,257041,257143,3.6,84.6
1,258561,258675,3.6,81
1,259235,259341,3.6,81
1,260226,260334,3.2,68.8
1,260766,260928,3.2,68.8
1,261950,262073,3.6,86.4
1,262586,262715,3.6,86.4
1,263357,263534,3.7,66.6
1,263982,264120,3.7,66.6
1,264970,265087,3.6,86.4
1,265533,265732,3.6,86.4
1,266803,266897,3.6,84.6
1,268238,268336,3.2,72
1,268735,268898,3.2,72
1,269858,269984,3.1,60.45
1,270511,270691,3.1,60.45
1,271184,271357,3.7,66.6
1,271593,271816,3.7,66.6
1,272659,272740,3.3,69.3
1,273201,273330,3.3,69.3
1,274054,274170,3.6,84.6
1,274605,274890,3.6,84.6
1,275501,275652,3.8,79.8
1,276132,276305,3.8,79.8
1,277139,277244,3.6,86.4
1,277738,278130,3.6,86.4
1,278669,278788,3.6,93.6
1,279269,279416,3.6,93.6
1,279931,280033,3.3,72.6
1,280499,280637,3.3,72.6
1,281317,281415,3.6,70.2
1,281887,282280,3.6,70.2
1,282923,283035,3.6,97.2
1,283522,283680,3.6,97.2
1,284394,284495,3.6,81
1,284887,285005,3.6,81
1,285877,286001,3.3,64.35
1,287429,287535,3.3,84.15
1,288906,289028,3.2,75.2
1,289543,289678,3.2,75.2
1,290351,290470,3.6,46.8
1,291897,291971,3.6,70.2
1,292529,292776,3.6,70.2
