video_num,start_frame,end_frame,difficulty,final_score
4,62948,63114,3.2,72
4,63738,63824,3.2,62.4
4,65224,65300,3,54
4,65699,65822,3,54
4,67044,67130,3.3,67.65
4,67570,67884,3.3,67.65
4,68607,68712,3.3,51.15
4,69139,69294,3.3,51.15
4,70313,70403,3.2,76.8
4,70836,70924,3.2,76.8
4,71890,71974,3.2,72
4,72564,72665,3.2,72
4,73232,73330,2.9,75.4
4,73797,73915,2.9,75.4
4,74849,74941,3.2,40
4,75402,75551,3.2,40
4,76024,76107,3,54
4,76604,76732,3,54
4,77393,77478,3.2,40
4,77999,78139,3.2,40
4,79081,79188,2.9,47.85
4,80587,80714,3.3,39.6
4,81244,81406,3.3,39.6
4,82063,82151,3.3,47.85
4,82593,82688,3.3,47.85
4,83394,83469,3,72
4,83952,84075,3,72
4,84648,84731,3.2,43.2
4,85142,85275,3.2,43.2
4,88001,88083,3.2,57.6
4,88560,88658,3.2,57.6
4,89680,89767,3.2,62.4
4,90247,90495,3.2,62.4
4,91305,91392,3.2,48
4,91856,91986,3.2,48
4,92963,93060,3.2,81.6
4,93548,93794,3.2,81.6
4,94321,94412,2.9,65.25
4,94680,94880,2.9,65.25
4,95963,96037,3,72
4,96565,96700,3,72
4,97814,97907,3.2,67.2
4,98316,98428,3.2,67.2
4,99380,99472,3.2,72
4,99950,100120,3.2,72
4,101650,101736,3.2,68.8
4,102451,102524,3.2,68.8
4,103358,103451,3.2,78.4
4,103920,104032,3.2,78.4
4,104905,105003,3.3,46.2
4,105449,105591,3.3,46.2
4,106908,106994,3.2,80
4,107429,107574,3.2,80
4,108671,108768,2.9,52.2
4,109034,109201,2.9,52.2
4,109236,109420,2.9,52.2
4,110834,110941,3.3,39.6
4,111498,111581,3.3,39.6
4,112455,112540,3.2,57.6
4,113084,113189,3.2,57.6
4,113891,113981,3.3,62.7
4,114642,114763,3.3,62.7
4,115406,115492,2.8,64.4
4,116006,116133,2.8,64.4
4,116970,117073,3.2,52.8
4,118581,118676,3.3,72.6
4,119011,119210,3.3,72.6
4,119881,119988,2.9,21.75
4,121267,121361,2.9,47.85
4,121817,121955,2.9,47.85
4,122993,123071,3.2,78.4
4,123674,123823,3.2,78.4
4,124705,124817,3.3,72.6
4,125078,125287,3.3,72.6
4,125315,125430,3.3,72.6
4,125947,126021,3,73.5
4,127441,127564,3.3,66
4,128792,128886,3.3,24.75
4,129339,129480,3.3,24.75
4,133764,133823,2.9,53.65
4,134295,134445,2.9,53.65
4,135272,135357,3,40.5
4,135841,135951,3,40.5
4,136949,137048,3.3,54.45
4,138300,138410,3.3,74.25
4,138835,138972,3.3,74.25
4,142751,142845,3.2,48
4,143291,143446,3.2,48
4,144106,144320,3.2,75.2
4,144510,144641,3.2,75.2
4,145729,145826,2.9,73.95
4,146461,146627,2.9,73.95
4,147869,147964,2.9,39.15
4,148473,148591,2.9,39.15
4,149143,149230,3.3,51.15
4,149711,149832,3.3,51.15
4,150871,150971,3.3,79.2
4,151382,151512,3.3,79.2
4,152274,152372,3.3,70.95
4,152830,152941,3.3,70.95
4,154090,154194,3.2,51.2
4,154682,154862,3.2,51.2
4,156029,156107,3.2,72
4,156569,156743,3.2,72
4,157666,157767,3.3,75.9
4,159067,159176,3.2,54.4
4,159627,159734,3.2,54.4
4,160499,160589,3.2,62.4
4,161066,161236,3.2,62.4
4,161913,161996,3.2,81.6
4,162415,162522,3.2,81.6
4,163340,163445,3.1,65.1
4,163934,164096,3.1,65.1
4,164895,164979,3.2,54.4
4,165376,165530,3.2,54.4
4,166112,166214,2.7,60.75
4,166700,166829,2.7,60.75
4,167915,168013,3.3,79.2
4,168538,168692,3.3,79.2
4,169565,169650,3.2,76.8
4,170216,170334,3.2,76.8
4,171050,171125,3.2,70.4
4,171565,171691,3.2,70.4
4,172360,172461,2.9,47.85
4,173074,173197,2.9,47.85
4,173676,173780,2.9,63.8
4,174252,174387,2.9,63.8
4,177195,177275,3.2,67.2
4,177777,177912,3.2,67.2
4,178772,178862,3.2,36.8
4,179338,179543,3.2,36.8
4,180274,180372,3.2,72
4,180835,180953,3.2,72
4,181654,181743,3.2,81.6
4,182256,182347,3.2,81.6
4,183126,183232,3.2,60.8
4,183486,183692,3.2,60.8
4,185092,185203,3.2,70.4
4,185718,185846,3.2,70.4
4,186561,186664,2.7,44.55
4,187147,187299,2.7,44.55
4,187986,188053,3,72
4,188613,188735,3,72
4,190284,190364,3,67.5
4,191805,191899,3.2,67.2
4,192304,192444,3.2,67.2
4,193515,193615,3.2,67.2
4,194091,194348,3.2,67.2
4,195015,195110,3.2,57.6
4,195594,195712,3.2,57.6
4,196623,196732,2.8,56
4,197172,197334,2.8,56
4,198691,198785,3.2,43.2
4,199253,199459,3.2,43.2
4,200197,200283,3.2,67.2
4,200708,200857,3.2,67.2
4,201610,201705,3.2,72
4,201958,202172,3.2,72
4,203195,203302,2.9,62.35
4,203755,203866,2.9,62.35
4,204575,204675,3.2,67.2
4,205256,205399,3.2,67.2
4,206275,206376,3.2,70.4
4,206822,206969,3.2,70.4
4,207586,207689,3.2,57.6
4,208139,208385,3.2,57.6
4,209214,209308,3.2,70.4
4,209786,209933,3.2,70.4
4,211103,211194,3.2,72
4,211821,211966,3.2,72
4,212645,212743,3.2,72
4,212995,213182,3.2,72
4,214206,214290,3.2,64
4,214761,214897,3.2,64
4,215638,215726,3.2,70.4
4,216213,216344,3.2,70.4
4,217028,217120,3.2,48
4,217565,217674,3.2,48
